commitSHA,JavaFile,oldFunctionSignature,newFunctionSignature
"576408374d58a3e9a63714b6f7761cb42a315102",okhttp/src/main/java/okhttp3/internal/http/HttpEngine.java,"public HttpEngine recover(IOException e, boolean routeException)","public HttpEngine recover(IOException e, boolean routeException, Response userResponse)"
"576408374d58a3e9a63714b6f7761cb42a315102",okhttp/src/main/java/okhttp3/internal/http/HttpEngine.java,"public boolean sameConnection(HttpUrl followUp)","public boolean sameConnection(Response response, HttpUrl followUp)"
"3dc5ab23537c3dc7e132b529a08cc5d61f287c39",okhttp/src/main/java/okhttp3/internal/Platform.java,"public void log(String message)","public void log(int level, String message, Throwable t)"
"4f24a30c12032b7033884a630696014afd3e77cb",okhttp/src/main/java/okhttp3/internal/Platform.java,"public void log(String message)","public void log(int level, String message, Throwable t)"
"bd22589ee3645da310db2e1032b0ce3784c3476b",okhttp/src/main/java/okhttp3/internal/http/HttpEngine.java,"public HttpEngine recover(IOException e, Sink requestBodyOut)","public HttpEngine recover(IOException e, boolean routeException, Sink requestBodyOut)"
"bd22589ee3645da310db2e1032b0ce3784c3476b",okhttp/src/main/java/okhttp3/internal/http/HttpEngine.java,"public HttpEngine recover(IOException e)","public HttpEngine recover(IOException e, boolean routeException)"
"bd22589ee3645da310db2e1032b0ce3784c3476b",okhttp/src/main/java/okhttp3/internal/http/StreamAllocation.java,"public boolean recover(IOException e, Sink requestBodyOut)","public boolean recover(IOException e, boolean routeException, Sink requestBodyOut)"
"51e4e39842596ece3d0d2c327911a7702607cb3e",okhttp/src/main/java/okhttp3/internal/http/HttpEngine.java,"public HttpEngine recover(IOException e, Sink requestBodyOut)","public HttpEngine recover(IOException e, boolean routeException, Sink requestBodyOut)"
"51e4e39842596ece3d0d2c327911a7702607cb3e",okhttp/src/main/java/okhttp3/internal/http/HttpEngine.java,"public HttpEngine recover(IOException e)","public HttpEngine recover(IOException e, boolean routeException)"
"51e4e39842596ece3d0d2c327911a7702607cb3e",okhttp/src/main/java/okhttp3/internal/http/StreamAllocation.java,"public boolean recover(IOException e, Sink requestBodyOut)","public boolean recover(IOException e, boolean routeException, Sink requestBodyOut)"
"98871d3820a0aab0095a8d29362a285319f7c39a",okhttp/src/main/java/okhttp3/internal/Util.java,"public static String hostHeader(HttpUrl url)","public static String hostHeader(HttpUrl url, boolean includeDefaultPort)"
"7ceaa2387f0be853222f5a1496f1f743fa6f8c6d",okhttp/src/main/java/okhttp3/internal/Util.java,"public static String hostHeader(HttpUrl url)","public static String hostHeader(HttpUrl url, boolean includeDefaultPort)"
"ec8c095d75c7419d76f0ebd86f5e291012d6ced7",okhttp-ws/src/main/java/okhttp3/internal/ws/WebSocketWriter.java,"public Sink newMessageSink(int formatOpcode)","public Sink newMessageSink(int formatOpcode, long contentLength)"
"cc70a10177811ae9b6ffaba7315952354a5d64a4",okhttp-ws/src/main/java/okhttp3/internal/ws/WebSocketWriter.java,"public Sink newMessageSink(int formatOpcode)","public Sink newMessageSink(int formatOpcode, long contentLength)"
"2b4ce3e6b7cb6e2486d6ec76e0118111dfbc036d",okhttp/src/main/java/okhttp3/internal/http/StreamAllocation.java,"public void streamFinished(HttpStream stream)","public void streamFinished(boolean noNewStreams, HttpStream stream)"
"3b44fa37675c1d68298283ae4b8b45cd5771888d",okhttp/src/main/java/okhttp3/internal/http/StreamAllocation.java,"public void streamFinished(HttpStream stream)","public void streamFinished(boolean noNewStreams, HttpStream stream)"
"cc1add87370b8599472fd61eda9cf37781e46806",okhttp-tests/src/test/java/com/squareup/okhttp/ConnectionPoolTest.java,"private RealConnection newConnection(Route route, long idleAtNanos)","private RealConnection newConnection(ConnectionPool pool, Route route, long idleAtNanos)"
"c099f69d0b7198a40e4a6373ae564b65d04363ef",okhttp-tests/src/test/java/com/squareup/okhttp/ConnectionPoolTest.java,"private RealConnection newConnection(Route route, long idleAtNanos)","private RealConnection newConnection(ConnectionPool pool, Route route, long idleAtNanos)"
"a7226623707192f1243a1d44e29e00f9c1209870",okhttp-ws/src/main/java/com/squareup/okhttp/internal/ws/RealWebSocket.java,"private void peerClose(int code, String reason)","private void peerClose(int code, String reason, boolean writeCloseResponse)"
"d18d8ce08a273bb73d8fe2bdbc99dfa95226ca54",okhttp-ws/src/main/java/com/squareup/okhttp/internal/ws/RealWebSocket.java,"private void peerClose(int code, String reason)","private void peerClose(int code, String reason, boolean writeCloseResponse)"
"20929e3f07e30258ba7eeebafa51d5091fb35d2f",okhttp/src/main/java/com/squareup/okhttp/internal/http/HeaderParser.java,"public static int parseSeconds(String value)","public static int parseSeconds(String value, int defaultValue)"
"ddac0083db1f4d8fccf68c23254751c4167565a1",okhttp/src/main/java/com/squareup/okhttp/internal/http/HeaderParser.java,"public static int parseSeconds(String value)","public static int parseSeconds(String value, int defaultValue)"
"7052d7691e775fff4870fea8587a3257066e4a49",okhttp/src/main/java/com/squareup/okhttp/internal/http/HttpEngine.java,"public HttpEngine recover(IOException e)","public HttpEngine recover(IOException e, Sink requestBodyOut)"
"5b6f64a46220911466350202ae974f167497225a",okhttp/src/main/java/com/squareup/okhttp/internal/http/HttpEngine.java,"public HttpEngine recover(IOException e)","public HttpEngine recover(IOException e, Sink requestBodyOut)"
"d53dae207e05a8fde2dba3847b997a00410cad6b",okhttp/src/main/java/com/squareup/okhttp/HttpResponseCache.java,"public boolean matches(Request request)","public boolean matches(Request request, Response response)"
"14b6e76e7d7af9b99a7fdc1a56d7ee9309711722",okhttp/src/main/java/com/squareup/okhttp/HttpResponseCache.java,"public boolean matches(Request request)","public boolean matches(Request request, Response response)"
